run_id,dataset,lr,batch_size,epochs,train_loss,val_loss,val_accuracy,test_accuracy
cc8c24cb83d5496db3e15c4bb0091fa0,mini,0.0001,32,5,0.1549987251108343,0.6696583254770799,0.7909090909090909,0.8272727272727273
ed6a7111b61d46c59e6d09b7968b4775,mini,0.001,64,5,0.26476639357480136,1.419274954362349,0.65,0.6954545454545454
ee49c45fab774f1c88671fac348ceccf,mini,0.001,32,5,0.5699566028334878,1.7047972397370772,0.5454545454545454,0.6045454545454545
03b7dd5fbc474e8ebeeed6d10adbab07,mini,0.01,32,5,2.542139232808893,7.698734647577459,0.09090909090909091,0.11818181818181818
